"","ID","HomeCountry","relationship","guidance","social","collaboration","funding","benefits","publications","teaching","careersupport","Academia","DeltaA","PrepR","PrepNR","Age","Gender","Caucasian","Latino/Hispanic","Middle Eastern","African","South Asian","East Asian","OtherEth","Africa","Aisa (including Middle East)","Australasia","Europe","North or Central America","South America","PhDReason","HoursWorked","HoursMeeting","Anxiety","Bullying","Discrimination","Caring"
"3772",3772,0,6,6,5,4,NA,6,4,4,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"3774",3774,0,0,0,0,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"3778",3778,0,5,2,3,6,4,5,3,3,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3779",3779,0,6,4,1,2,4,2,3,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"3783",3783,0,3,3,2,4,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
"3794",3794,0,4,4,3,3,3,3,3,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0
"3795",3795,0,4,3,2,2,4,1,0,5,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"3796",3796,0,4,1,4,3,5,3,2,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"3801",3801,0,6,5,5,5,3,5,6,5,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"3804",3804,0,4,3,3,4,4,4,2,3,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"3807",3807,0,5,2,6,4,0,4,3,5,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"3821",3821,0,2,4,6,1,0,4,2,2,4,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
"3827",3827,0,6,6,6,3,6,6,3,6,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"3830",3830,0,6,5,2,6,3,4,5,2,5,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
"3834",3834,0,5,5,0,6,3,0,4,5,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"3836",3836,0,4,4,1,2,4,1,4,NA,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"3837",3837,0,6,5,6,4,6,6,5,6,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
"3838",3838,0,6,4,3,4,6,2,5,2,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"3840",3840,0,3,2,5,3,4,2,1,NA,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"3842",3842,0,5,3,5,5,6,3,4,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
"3846",3846,0,0,NA,4,4,4,NA,3,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"3850",3850,0,4,3,3,6,5,2,3,3,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"3856",3856,0,2,0,0,4,6,4,3,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"3859",3859,0,1,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"3868",3868,0,6,6,5,4,5,5,5,5,5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
"3875",3875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"3879",3879,0,5,5,3,4,4,4,0,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"3880",3880,0,5,1,4,0,3,3,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"3882",3882,0,6,5,4,5,6,4,6,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
"3883",3883,0,4,4,3,4,4,4,4,3,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3885",3885,0,4,3,4,2,1,2,3,3,5,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"3887",3887,0,6,6,5,5,6,5,5,6,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"3893",3893,0,5,5,3,5,4,5,4,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
"3894",3894,0,6,6,2,4,4,6,6,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
"3897",3897,0,0,0,1,2,6,1,1,6,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
"3898",3898,0,5,2,3,6,2,5,5,3,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3907",3907,0,6,6,5,6,6,6,5,4,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"3908",3908,0,6,6,6,6,6,6,6,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"3913",3913,0,5,1,2,5,5,4,3,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1
"3914",3914,0,4,2,4,3,5,2,2,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"3915",3915,0,6,4,4,5,1,3,5,3,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
"3918",3918,0,5,5,4,5,6,3,3,NA,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"3921",3921,0,2,5,0,1,5,5,5,3,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"3923",3923,0,0,1,4,6,0,NA,5,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"3925",3925,0,0,0,0,0,4,0,0,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
"3929",3929,0,6,3,4,6,6,3,4,3,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"3933",3933,0,4,6,4,2,3,5,6,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"3943",3943,0,5,6,4,6,3,3,3,4,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"3949",3949,0,3,5,5,6,3,4,3,3,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"3950",3950,0,6,5,5,5,5,5,5,5,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"3955",3955,0,6,6,6,6,6,6,6,NA,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
"3957",3957,0,4,3,6,2,6,3,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"3958",3958,0,0,1,3,1,5,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
"3959",3959,0,6,6,6,6,6,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
"3962",3962,0,4,4,0,4,4,2,3,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
"3963",3963,0,5,5,4,4,6,5,5,4,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3970",3970,0,4,3,0,0,0,0,3,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"3974",3974,0,6,4,5,4,6,4,4,4,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"3978",3978,0,4,5,1,2,2,6,1,5,5,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"3980",3980,0,5,6,5,5,6,5,5,NA,6,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
"3984",3984,0,5,4,3,5,6,3,3,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3985",3985,0,4,4,4,3,4,4,3,NA,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"3987",3987,0,3,3,2,3,5,4,0,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"3991",3991,0,2,2,5,4,5,5,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
"3992",3992,0,5,5,5,5,5,5,4,5,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"3993",3993,0,3,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
"3999",3999,0,3,5,0,2,0,5,2,NA,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0
"4001",4001,0,5,1,5,3,1,5,3,4,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"4005",4005,0,6,5,5,6,4,4,6,NA,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"4006",4006,0,4,5,4,3,6,5,2,3,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4008",4008,0,6,6,5,3,3,3,5,3,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"4010",4010,0,5,2,2,4,4,4,2,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"4013",4013,0,0,0,1,0,6,5,3,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"4014",4014,0,5,3,4,5,4,3,3,3,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"4019",4019,0,5,5,6,5,6,6,5,6,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"4020",4020,0,1,4,5,1,5,4,1,NA,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"4022",4022,0,5,5,3,6,2,6,4,6,6,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
"4024",4024,0,6,6,4,4,4,4,4,5,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"4025",4025,0,NA,5,1,3,1,2,6,6,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
"4026",4026,0,4,5,5,4,5,5,3,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"4028",4028,0,3,1,1,1,6,3,0,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4029",4029,0,5,5,5,5,5,5,3,5,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4030",4030,0,2,1,5,3,5,5,1,3,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"4033",4033,0,3,0,5,4,3,3,1,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"4034",4034,0,6,3,4,3,6,6,NA,3,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4036",4036,0,5,4,3,3,6,NA,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"4046",4046,0,0,0,0,0,6,6,3,NA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"4048",4048,0,0,0,6,5,4,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4050",4050,0,6,6,4,6,4,1,4,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"4051",4051,0,3,6,3,5,5,2,5,NA,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
"4052",4052,0,6,NA,6,6,6,4,NA,NA,6,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"4059",4059,0,4,4,2,2,5,3,2,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
"4060",4060,0,6,5,3,5,6,4,2,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"4061",4061,0,6,4,2,1,1,6,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0
"4062",4062,0,4,5,6,5,4,5,5,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"4064",4064,0,4,4,3,4,5,0,3,5,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
"4068",4068,0,0,0,4,5,5,5,0,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
"4069",4069,0,2,5,4,3,0,4,2,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"4070",4070,0,0,3,5,4,5,6,1,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"4073",4073,0,6,1,6,5,2,6,5,6,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"4079",4079,0,3,1,5,3,3,4,3,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4080",4080,0,0,3,0,1,3,6,0,6,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0
"4081",4081,0,6,6,6,6,5,5,3,6,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"4082",4082,0,3,1,4,2,4,4,2,NA,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4083",4083,0,3,3,4,5,3,5,5,4,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4086",4086,0,4,2,2,2,4,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"4088",4088,0,6,5,6,6,5,6,5,0,4,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"4091",4091,0,6,6,5,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"4098",4098,0,4,5,5,2,2,3,4,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
"4099",4099,0,4,4,5,3,5,3,1,NA,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"4100",4100,0,5,4,4,5,4,5,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"4106",4106,0,6,6,5,5,3,4,3,5,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"4111",4111,0,6,6,5,3,5,4,4,4,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"4114",4114,0,5,4,6,5,2,4,2,5,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
"4116",4116,0,2,3,3,2,5,5,3,4,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"4117",4117,0,5,1,1,2,3,5,2,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"4120",4120,0,1,1,4,3,3,1,3,NA,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"4121",4121,0,1,0,3,2,5,5,4,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"4127",4127,0,5,5,3,6,5,5,3,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"4130",4130,0,2,3,3,6,5,NA,NA,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4131",4131,0,5,4,6,3,5,3,5,3,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"4132",4132,0,2,1,2,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"4135",4135,0,3,4,5,5,4,4,4,4,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4136",4136,0,5,2,4,1,5,5,3,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"4145",4145,0,6,6,3,6,6,5,1,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"4146",4146,0,6,5,5,6,6,4,3,NA,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4148",4148,0,0,1,5,2,2,3,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"4149",4149,0,6,6,6,6,5,4,4,3,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4150",4150,0,5,5,2,5,6,5,4,NA,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"4155",4155,0,5,3,3,4,4,3,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4156",4156,0,6,4,4,6,6,0,6,2,6,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
"4163",4163,0,2,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"4174",4174,0,6,6,0,5,5,0,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"4176",4176,0,5,5,5,5,5,3,3,2,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"4183",4183,0,5,4,4,2,6,5,3,NA,3,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4185",4185,0,5,4,5,3,4,5,2,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
"4186",4186,0,3,6,2,2,5,4,5,NA,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
"4189",4189,0,6,6,3,5,3,3,5,NA,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4190",4190,0,5,4,4,4,2,1,2,3,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
"4192",4192,0,6,5,6,6,6,6,0,6,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"4194",4194,0,2,2,4,2,2,3,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"4203",4203,0,5,5,5,6,3,0,6,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
"4205",4205,0,6,2,3,4,6,4,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
"4207",4207,0,4,3,3,3,1,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"4209",4209,0,0,5,3,1,6,4,0,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"4213",4213,0,3,3,5,1,4,6,0,NA,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"4216",4216,0,5,5,4,5,5,5,4,3,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"4219",4219,0,5,1,2,6,5,5,3,3,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"4224",4224,0,6,6,6,5,5,4,5,5,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4226",4226,0,3,5,0,1,0,1,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"4227",4227,0,5,4,5,5,6,6,0,NA,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"4233",4233,0,6,6,6,6,6,5,6,NA,6,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"4239",4239,0,6,3,4,2,5,1,2,NA,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"4245",4245,0,6,6,6,4,6,6,5,NA,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"4251",4251,0,3,3,4,4,5,5,4,3,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
"4257",4257,0,0,0,1,2,4,3,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
"4263",4263,0,5,5,3,3,4,3,5,5,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
"4265",4265,0,0,0,5,6,2,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"4267",4267,0,5,5,5,4,5,4,4,4,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
"4268",4268,0,5,5,5,5,5,5,5,NA,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"4271",4271,0,0,0,2,2,3,4,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0
"4272",4272,0,6,4,2,5,4,4,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"4273",4273,0,4,4,4,5,3,4,NA,4,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
"4274",4274,0,4,2,3,2,3,4,2,3,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"4275",4275,0,5,6,5,4,4,4,4,4,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"4280",4280,0,6,6,6,5,5,0,NA,NA,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4289",4289,0,6,5,4,6,4,3,4,5,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
"4291",4291,0,6,6,5,5,5,5,4,5,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"4294",4294,0,6,4,5,6,6,5,1,NA,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"4296",4296,0,4,2,1,2,4,4,0,5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"4299",4299,0,6,6,6,6,3,1,3,3,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"4300",4300,0,5,4,0,2,3,3,0,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
"4301",4301,0,0,3,1,1,3,4,3,NA,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4302",4302,0,0,0,5,3,NA,2,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
